time,lfp,spike
0.092,0.7007126045405785,0
0.093,-0.7899168366699787,0
0.094,0.03146283832549143,0
0.095,-0.4343273056005046,0
0.096,-0.15032075028531566,0
0.097,-1.2385574724665793,0
0.098,-1.4156455086089126,0
0.099,-0.6933621014663471,0
0.1,-1.9824392183332151,0
0.101,-1.488126203424005,0
0.10200000000000001,-1.4773120375076463,0
0.10300000000000001,-0.6377031627779506,0
0.10400000000000001,-0.6504726255994175,0
0.105,0.7695768315566057,0
0.106,-0.08270130215479032,0
0.107,0.4445437354347719,0
0.108,0.05053088638437475,0
0.109,-0.23919346603270053,0
0.11,-0.05553508770179294,0
0.111,0.45153560288241945,0
0.112,0.11414929545457403,0
0.113,0.1581543028530859,0
0.114,0.21323750348167236,0
0.115,-0.5181192948174306,0
0.116,-0.9615462367358598,0
0.117,-0.29708029331429664,0
0.11800000000000001,-1.298298824585101,0
0.11900000000000001,-0.35571431568365114,0
0.12,0.10818742635743833,0
0.121,0.48589991994252896,0
0.122,0.34312423301062256,0
0.123,0.891025281132539,0
0.124,1.854690183621147,0
0.125,1.2375570772449762,0
0.126,1.8546214645597978,0
0.127,1.8334161427633229,0
0.128,0.6518215827011188,0
0.129,0.13171522193619267,0
0.13,-0.29650665726702863,0
0.131,-1.2560336810879473,0
0.132,-1.5750427959033284,0
0.133,-1.7775637142946215,0
0.134,-2.321086031416235,0
0.135,-1.9492013464470839,0
0.136,-3.398122310764885,0
0.137,-2.4516737137601723,0
0.138,-2.2404928536344766,0
0.139,-1.8226323890945664,0
0.14,-1.6872604070080623,0
0.14100000000000001,-1.1361537170921645,0
0.14200000000000002,-0.3313285680910435,0
0.14300000000000002,-0.2033153062390695,0
0.14400000000000002,-0.014638654088100805,0
0.145,0.3860619795441662,0
0.146,0.9708668862487564,0
0.147,0.10780588924062212,0
0.148,0.13251872979167897,0
0.149,-0.4288529429007293,0
0.15,-0.06046065156171926,0
0.151,-0.08977572170605436,0
0.152,-0.2428450080134268,0
0.153,-1.0767300946287643,0
0.154,0.23964904538523302,0
0.155,0.6054749556777378,0
0.156,-0.072169850711638,0
0.157,0.1319479841355493,0
0.158,0.9808472524224237,0
0.159,1.3595513292335535,0
0.16,2.3966756601809585,1
0.161,1.4421175167224232,0
0.162,1.469527281712509,0
0.163,2.264748674353844,1
0.164,2.402443528225844,1
0.165,1.8293707057358866,0
0.166,1.6920690850956093,0
0.167,1.1204927227699668,0
0.168,0.9101531704298931,0
0.169,1.0657690643504256,0
0.17,0.8167815511411155,0
0.171,0.3426987933242177,0
0.17200000000000001,0.12416309021612805,0
0.17300000000000001,0.1026292155892416,0
0.17400000000000002,0.15880063675004308,0
0.17500000000000002,1.560271129009976,0
0.176,1.3746793755166613,0
0.177,1.7560481179915262,0
0.178,2.1318073186599844,1
0.179,2.023528038106659,1
0.18,4.068813356978367,1
0.181,2.1952891976180666,1
0.182,3.195237357288116,1
0.183,2.0991304640910275,1
0.184,1.9508278733945197,1
0.185,2.4807842585626796,1
0.186,0.970172967046607,0
0.187,0.7937922264955404,0
0.188,-0.2663123589842624,0
0.189,0.1851892475885404,0
0.19,-0.7168289785800838,0
0.191,-0.03126370157841013,0
0.192,0.8101472956948934,0
0.193,0.16758406827489597,0
0.194,-0.6692372608074875,0
0.195,0.34907021096979973,0
0.196,-0.6492549886131118,0
0.197,-0.3156064567613764,0
0.198,0.34474771713754404,0
0.199,-0.6747209926925986,0
0.2,-0.6120432289171132,0
0.201,-1.3967307084184517,0
0.202,-1.1360832548394981,0
0.203,-2.3933335542762957,0
0.20400000000000001,-2.0732520744296736,0
0.20500000000000002,-2.3323422938434724,0
0.20600000000000002,-3.8169912138216473,0
0.20700000000000002,-3.363004276331525,0
0.20800000000000002,-3.6076078065374295,0
0.209,-3.95299805215401,0
0.21,-3.549428458815037,0
0.211,-3.3322054927771325,0
0.212,-2.549217292616842,0
0.213,-1.3212397568248848,0
0.214,-1.4810277508312113,0
0.215,-1.1006563008247217,0
0.216,-1.248279846101287,0
0.217,-0.9556405499368119,0
0.218,-0.6795300771630398,0
0.219,-1.084462365880719,0
0.22,-0.7302790099650394,0
0.221,-1.079788698507512,0
0.222,-1.070070981122564,0
0.223,-1.471521663734641,0
0.224,-1.6728529918321742,0
0.225,-0.8932985506084217,0
0.226,-2.2599425000768165,0
0.227,-2.0703118548688897,0
0.228,-1.3900122543357278,0
0.229,-0.31484226087367395,0
0.23,-1.3311290445038342,0
0.231,-0.28215177397564084,0
0.232,0.8248142379283818,0
0.233,-0.2820895814741162,0
0.234,0.23632518562864857,0
0.23500000000000001,0.4126061481951886,0
0.23600000000000002,1.3855682931875668,0
0.23700000000000002,1.0139591762608153,0
0.23800000000000002,1.0321716633301903,0
0.23900000000000002,0.07445511979286845,0
0.24,0.7434463321191609,0
0.241,0.06627820853443475,0
0.242,-0.08341274775255758,0
0.243,0.7088131552514283,0
0.244,0.8941323000163919,0
0.245,0.48874236735752286,0
0.246,0.6064362358193152,0
0.247,1.0361716378846357,0
0.248,0.8745530653709328,0
0.249,2.4143037859876064,1
0.25,3.018513051787594,1
0.251,2.34256449643002,1
0.252,3.0916335738815364,1
0.253,4.095807172665738,1
0.254,3.2268978218205184,1
0.255,3.451834857948396,1
0.256,2.7798404084926154,1
0.257,2.2172790110322675,1
0.258,2.2952125526050198,1
0.259,1.1553954546705683,0
0.26,1.011197644101949,0
0.261,1.533882708223853,0
0.262,0.4519417930076789,0
0.263,0.8851216821965912,0
0.264,-0.5185599403321011,0
0.265,0.5633371908840671,0
0.266,0.2145079077286139,0
0.267,0.32511134241810746,0
0.268,-0.07968941667043367,0
0.269,-0.1579162879488818,0
0.27,-0.17781044472813623,0
0.271,0.7139417671018491,0
0.272,0.7203924857829647,0
0.273,0.4433334144182282,0
0.274,-0.7845383526986457,0
0.275,0.6407919909708316,0
0.276,-0.9591254553261279,0
0.277,-0.9450045548194258,0
0.278,-1.5980258884986023,0
0.279,-1.1305516115262568,0
0.28,-2.2429917856208528,0
0.281,-1.834123684137986,0
0.28200000000000003,-1.2828318679026705,0
0.28300000000000003,-0.8899903644702205,0
0.28400000000000003,-0.8911348604326579,0
0.28500000000000003,0.12217662361435239,0
0.28600000000000003,0.011534535897070153,0
0.28700000000000003,0.9889577849398046,0
0.28800000000000003,0.5015198331770542,0
0.289,0.7464992930494764,0
0.29,1.044527636058147,0
0.291,0.40606599454661146,0
0.292,0.27387433642588876,0
0.293,0.7055648526933423,0
0.294,-0.4248463783486729,0
0.295,-0.773639009301217,0
0.296,-0.7232340561313063,0
0.297,-2.710446859097359,0
0.298,-2.1034229351878064,0
0.299,-2.1709968853651183,0
0.3,-1.402213879059403,0
0.301,-1.6927423274480509,0
0.302,-2.260401037909755,0
0.303,-0.9054452093952313,0
0.304,-0.7792965923691988,0
0.305,0.8597788184329248,0
0.306,-0.6265319447381416,0
0.307,-0.6937015494738797,0
0.308,0.4652187722808364,0
0.309,0.0183649621380097,0
0.31,0.8714352315923133,0
0.311,0.01604259430749916,0
0.312,1.0906635151845772,0
0.313,-0.6003914475616354,0
0.314,-0.6083386962562449,0
0.315,-0.5463558687525475,0
0.316,-0.6392789954669016,0
0.317,-1.1964867050870194,0
0.318,-0.828082088736583,0
0.319,-0.424482687613321,0
0.32,0.4112713527189611,0
0.321,0.4494043915185147,0
0.322,0.6857818404584697,0
0.323,1.8286141714388862,0
0.324,1.4461583061994652,0
0.325,1.0432681176656406,0
0.326,1.182258267463885,0
0.327,1.2099515146183646,0
0.328,1.1956789119768407,0
0.329,0.19679638990875442,0
0.33,0.23358246213830625,0
0.331,-0.2218658034674309,0
0.332,-1.9423216610737453,0
0.333,-2.0086774630695214,0
0.334,-1.9961712246242795,0
0.335,-2.1630034339024595,0
0.336,-2.251072223613507,0
0.337,-2.785921619226203,0
0.338,-2.0131771115341284,0
0.339,-1.412601720329722,0
0.34,-1.307379620549567,0
0.341,-0.9818733535001404,0
0.342,-1.0864281368763227,0
0.343,0.00846455523383885,0
0.34400000000000003,0.32046417363518165,0
0.34500000000000003,0.09332313339777014,0
0.34600000000000003,0.2794774754177085,0
0.34700000000000003,-0.28121443208850516,0
0.34800000000000003,0.5361842753493942,0
0.34900000000000003,-0.28867592850342316,0
0.35000000000000003,0.038174750634134835,0
0.35100000000000003,-1.199618709223246,0
0.352,-0.09744281040369795,0
0.353,-0.973790097380314,0
0.354,-0.3462098317716681,0
0.355,-0.5858052492134107,0
0.356,-0.7235604606779601,0
0.357,0.9349735131873709,0
0.358,1.2553515286623822,0
0.359,0.7461017126212184,0
0.36,2.6064692593373406,1
0.361,3.046386485861905,1
0.362,1.8221722997699616,0
0.363,2.0952020886651903,1
0.364,2.239095125057471,1
0.365,1.0794746224051173,0
0.366,2.0701664705989122,1
0.367,1.7911127631946009,0
0.368,0.28422959198720343,0
0.369,1.1629324996238928,0
0.37,0.38608206421276137,0
0.371,0.2657749606561114,0
0.372,0.047557013349915994,0
0.373,0.6449319801179274,0
0.374,0.7835170067930307,0
0.375,1.013680952444722,0
0.376,1.3470969139985025,0
0.377,2.0461278943312675,1
0.378,2.117358250817615,1
0.379,2.883063713619323,1
0.38,2.7049665734373796,1
0.381,2.1709803708543323,1
0.382,2.5452251924871896,1
0.383,2.7938170243029883,1
0.384,1.576164086587296,0
0.385,2.1702927991152987,1
0.386,1.4768356265133549,0
0.387,0.32809569769844715,0
0.388,0.33367605777334125,0
0.389,0.08004181532371697,0
0.39,0.8962262245884954,0
0.391,-0.3897696197940458,0
0.392,0.19032120535994557,0
0.393,-0.06690509183803968,0
0.394,0.2198819538426253,0
0.395,-0.4364408980655652,0
0.396,0.6047363663082652,0
0.397,-0.22754299017219376,0
0.398,-0.3106405515967899,0
0.399,-0.6250293543934273,0
0.4,-0.07378040029324284,0
0.401,-0.7100223357184517,0
0.402,-1.4370955609009743,0
0.403,-1.698443858870233,0
0.404,-3.0888392313366317,0
0.405,-3.429348327708023,0
0.406,-3.3680241069898837,0
0.40700000000000003,-2.930954105874261,0
0.40800000000000003,-3.4385204710668735,0
0.40900000000000003,-3.363049767973255,0
0.41000000000000003,-4.072736431777683,0
0.41100000000000003,-3.0187512502108267,0
0.41200000000000003,-3.5896091049769954,0
0.41300000000000003,-1.7274506778398862,0
0.41400000000000003,-0.8980488314310873,0
0.41500000000000004,-2.0481204954158927,0
0.41600000000000004,-1.1049653670202602,0
0.417,-1.0075441551620479,0
0.418,-0.22543349992727252,0
0.419,-0.9439994114395984,0
0.42,-0.36611842032018216,0
0.421,-0.9363575868390186,0
0.422,-0.23794512167366266,0
0.423,-2.018730340221686,0
0.424,-1.8852609750411808,0
0.425,-1.8956146552555824,0
0.426,-1.9010774630388936,0
0.427,-1.4936235539362803,0
0.428,-0.7438140600243387,0
0.429,-1.104455149857093,0
0.43,-0.685868178952762,0
0.431,-0.6425905331522097,0
0.432,0.2660182462652865,0
0.433,-0.06465263413083244,0
0.434,0.279000464804273,0
0.435,0.7752955531196236,0
0.436,1.3310076354676557,0
0.437,0.5083790974500844,0
0.438,1.5734128213957521,0
0.439,0.7365536006046043,0
0.44,0.2507786431913959,0
0.441,0.20424620544164848,0
0.442,-0.22637083396762114,0
0.443,0.6972592112428568,0
0.444,-0.38435860761415064,0
0.445,0.5439688042299773,0
0.446,0.4832695049203133,0
0.447,0.5119206935589318,0
0.448,1.097502584826092,0
0.449,1.8443831157097705,0
0.45,3.0249273765194706,1
0.451,3.1893863269763774,1
0.452,3.2318936594276537,1
0.453,3.259556284054458,1
0.454,3.573864991570011,1
0.455,2.9869125996483374,1
0.456,2.85875114406729,1
0.457,3.0389573195760584,1
0.458,1.8081709475726586,0
0.459,1.279667280725268,0
0.46,1.7039005988937013,0
0.461,0.21177428545190818,0
0.462,0.49198114481714517,0
0.463,1.0860533895044115,0
0.464,0.9744260345189554,0
0.465,0.45408958450505293,0
0.466,0.7008585106571883,0
0.467,-0.4434514540099128,0
0.468,0.09682000056635476,0
0.46900000000000003,0.6181942363276923,0
0.47000000000000003,1.5058023918579972,0
0.47100000000000003,1.3145388496097445,0
0.47200000000000003,1.2268444821825102,0
0.47300000000000003,0.9587536638553915,0
0.47400000000000003,0.2618321121263879,0
0.47500000000000003,-0.29818995565162715,0
0.47600000000000003,-0.22899475396404095,0
0.47700000000000004,-1.1532524713521934,0
0.47800000000000004,-1.1614592486880484,0
0.47900000000000004,-2.480628634227251,0
0.48,-1.7051362149539424,0
0.481,-1.6125530764246716,0
0.482,-0.8487177781408716,0
0.483,-1.315562275793633,0
0.484,-1.789221731557288,0
0.485,-0.49971360314600904,0
0.486,0.18520045809742652,0
0.487,0.9739348122047442,0
0.488,1.4328006657310692,0
0.489,0.9817437096741404,0
0.49,1.2987661690150785,0
0.491,0.5529767304303186,0
0.492,-0.7940864569884324,0
0.493,-0.00226073196140128,0
0.494,0.1878863379080407,0
0.495,-0.6411407866616752,0
0.496,-0.815817659402117,0
0.497,-1.5483434790049433,0
0.498,-1.8178419130725494,0
0.499,-1.3522472091115019,0
0.5,-1.2985155349717012,0
0.501,-1.529307078000803,0
0.502,-2.0369683480554226,0
0.503,-0.9328791565822396,0
0.504,0.30368132644354007,0
0.505,-0.16676076013476923,0
0.506,0.2067109515644992,0
0.507,1.4847748863265307,0
0.508,0.8653959734497938,0
0.509,0.2908236832247535,0
0.51,-0.8388725343725627,0
0.511,0.053482154192377174,0
0.512,0.23390579831964392,0
0.513,0.16826777095015732,0
0.514,-1.496468407196019,0
0.515,-0.7807908750955583,0
0.516,-0.4053990473203391,0
0.517,-0.4483988945614554,0
0.518,-1.3369268808762864,0
0.519,0.20300999083184462,0
0.52,-0.1918882541052861,0
0.521,-0.04334816268021949,0
0.522,1.2990415135985303,0
0.523,0.8364104161641696,0
0.524,1.0952172166771752,0
0.525,0.7530422237467642,0
0.526,1.5487697657224324,0
0.527,1.5438948681608937,0
0.528,0.8245126871456012,0
0.529,0.19037304715835343,0
0.53,0.8059538038787952,0
0.531,-0.3282369319779068,0
0.532,-1.615173583199369,0
0.533,-1.4309054416991638,0
0.534,-1.392168773261751,0
0.535,-2.2126359725643794,0
0.536,-2.5017444725973728,0
0.537,-1.2789546982702098,0
0.538,-1.5530340090015504,0
0.539,-1.287173504767169,0
0.54,-0.8040818934806144,0
0.541,-0.7358798303257305,0
0.542,-0.2923560865602034,0
0.543,0.10369788210752096,0
0.544,-0.642212959335311,0
0.545,0.08507602002195452,0
0.546,0.8637205143019618,0
0.547,-0.5097162640257819,0
0.548,0.3338480333842312,0
0.549,-0.15499258072189806,0
0.55,-0.8064717960729126,0
0.551,-0.3840877277775628,0
0.552,-0.905806020749475,0
0.553,-0.21321668896084045,0
0.554,0.25173338191205796,0
0.555,-0.5800325690493574,0
0.556,-0.2712173812317049,0
0.557,0.6358576639344278,0
0.558,1.1902620267340316,0
0.559,1.163689425506139,0
0.56,1.2284538077518186,0
0.561,2.189555715634445,1
0.562,1.5826866864421287,0
0.5630000000000001,2.131539072567366,1
0.5640000000000001,1.7495172952015927,0
0.5650000000000001,1.5582119135282888,0
0.5660000000000001,1.8463472523514042,0
0.5670000000000001,0.7059882480529285,0
0.5680000000000001,1.430596158709392,0
0.5690000000000001,0.3879802618284616,0
0.5700000000000001,-0.26936617800475415,0
0.5710000000000001,0.21475662810291968,0
0.5720000000000001,-0.529922057597666,0
0.5730000000000001,-0.07279536118862784,0
0.5740000000000001,0.6408823455351678,0
0.5750000000000001,1.1125831034219478,0
0.5760000000000001,1.1214893048065142,0
0.577,1.4523483788357316,0
0.578,1.7778900339708226,0
0.579,2.912624469430702,1
0.58,2.02837985890861,1
0.581,3.073791482242596,1
0.582,2.5616190445747926,1
0.583,2.7856281466302533,1
0.584,1.5971801640118735,0
0.585,1.8083081511140535,0
0.586,0.45967064869555085,0
0.587,1.258805446026504,0
0.588,1.6308346413575878,0
0.589,0.46345211048338164,0
0.59,-0.2653501316966139,0
0.591,-0.47435912866042945,0
0.592,0.11307791352545554,0
0.593,-0.22575322652087637,0
0.594,0.10239078578610808,0
0.595,-0.23061879401679436,0
0.596,-0.35072937836484896,0
0.597,0.7555380756417055,0
0.598,0.012996325454459305,0
0.599,-0.5724742713426991,0
0.6,-1.079401326020267,0
0.601,-1.1882174814434951,0
0.602,-2.216119279232397,0
0.603,-2.1963568726050138,0
0.604,-2.1639837562660786,0
0.605,-2.712125138223138,0
0.606,-4.067085088052557,0
0.607,-3.888198550741518,0
0.608,-3.3416834292939352,0
0.609,-4.03733094785188,0
0.61,-3.48308749220565,0
0.611,-3.5553311501119422,0
0.612,-2.9784581208513927,0
0.613,-2.316609520991167,0
0.614,-2.1186600871707317,0
0.615,-0.6956442986248897,0
0.616,-0.563114240296908,0
0.617,-0.48303329022013364,0
0.618,-0.48828979891310337,0
0.619,-1.1088791392463553,0
0.62,-1.4488661811328813,0
0.621,-0.9514926706392787,0
0.622,-0.9930774900085622,0
0.623,-1.6043172511079116,0
0.624,-0.9423874795383044,0
0.625,-2.2552547629577475,0
0.626,-2.051350110686755,0
0.627,-2.3219164369997696,0
0.628,-1.8761778227307444,0
0.629,-1.023602078732109,0
0.63,0.4922307963999071,0
0.631,-0.6648575844992588,0
0.632,0.35957525376359645,0
0.633,0.8440251759667716,0
0.634,0.30881095496634503,0
0.635,1.2206591977515828,0
0.636,1.0362251452210067,0
0.637,1.7975429599291688,0
0.638,0.8364034016183854,0
0.639,0.07459822147310213,0
0.64,1.2054237846841627,0
0.641,0.4847695991577209,0
0.642,-1.0469965216499388,0
0.643,-0.3932436319772674,0
0.644,-0.17810080835872727,0
0.645,0.7470886280700029,0
0.646,1.266255838327568,0
0.647,1.1000504015954882,0
0.648,1.5143897108634559,0
0.649,1.2707607914594088,0
0.65,2.5110750790199483,1
0.651,2.3210094018883427,1
0.652,3.0352073587067636,1
0.653,3.681451181730517,1
0.654,2.5695803992737716,1
0.655,3.8058086237948983,1
0.656,2.4046987846831445,1
0.657,3.2206994184409146,1
0.658,2.445069736561024,1
0.659,2.01260626889207,1
0.66,1.354277742114506,0
0.661,0.7658182907157824,0
0.662,-0.3623297422743841,0
0.663,-0.19330089576281861,0
0.664,0.3849806731694723,0
0.665,0.3410311208831176,0
0.666,-0.18261301929765972,0
0.667,-0.23775420572096997,0
0.668,1.0528430622122043,0
0.669,0.5868666830173015,0
0.67,0.884361242069815,0
0.671,0.7054502190094638,0
0.672,-0.08676518917453535,0
0.673,0.6604647169977593,0
0.674,0.24588539507426674,0
0.675,-0.5485953919178206,0
0.676,-1.3506497975648322,0
0.677,-1.3867831705903368,0
0.678,-1.0809866160006516,0
0.679,-1.4832229916752624,0
0.68,-2.2836081240677197,0
0.681,-2.080750410600754,0
0.682,-1.4775822910086316,0
0.683,-2.2215857604118483,0
0.684,-0.9813753054843,0
0.685,-0.4219247424966177,0
0.686,-0.19051520216210477,0
0.687,0.6546606972810083,0
0.6880000000000001,-0.08950584805021433,0
0.6890000000000001,1.1867653519235497,0
0.6900000000000001,1.680899451470871,0
0.6910000000000001,0.4782471860935155,0
0.6920000000000001,0.29497542291018797,0
0.6930000000000001,0.4570148958398609,0
0.6940000000000001,0.2120376890575889,0
0.6950000000000001,-0.3562766125409239,0
0.6960000000000001,-1.4969128721194342,0
0.6970000000000001,-0.4500552908220905,0
0.6980000000000001,-1.3796562839067579,0
0.6990000000000001,-1.3510575416907509,0
0.7000000000000001,-1.415890451429938,0
0.7010000000000001,-1.3230796322186849,0
0.7020000000000001,-1.9058773094134263,0
0.7030000000000001,-1.1710500266675712,0
0.704,-0.9408942866685978,0
0.705,-0.7977363158259578,0
0.706,-0.19762775838508745,0
0.707,0.6841937822209101,0
0.708,0.4672445197119321,0
0.709,0.5283007144807078,0
0.71,0.2111609410730893,0
0.711,0.5243325943986722,0
0.712,-0.06873838181453973,0
0.713,-0.17107731245206392,0
0.714,-0.43572138522424764,0
0.715,-0.7471884833835646,0
0.716,-1.5338867972629,0
0.717,-0.9335031808689557,0
0.718,-1.0237914498319807,0
0.719,-0.46294486974142174,0
0.72,-0.7240127983640094,0
0.721,-0.16571365624030132,0
0.722,0.7933230200355538,0
0.723,0.9559887255523415,0
0.724,0.6791463420829933,0
0.725,0.5803613287538403,0
0.726,1.2534168556732672,0
0.727,0.9200120048769558,0
0.728,0.5980760887088057,0
0.729,0.38244872937077884,0
0.73,-0.6024428864586822,0
0.731,-0.5760692234527032,0
0.732,-1.4926096136183575,0
0.733,-1.9752116201817285,0
0.734,-2.6917616215058655,0
0.735,-2.461123239765335,0
0.736,-3.3466167486336014,0
0.737,-1.8246977553827188,0
0.738,-1.9423938607060673,0
0.739,-2.4441937382540417,0
0.74,-1.40120477634796,0
0.741,-0.948546588205722,0
0.742,0.3862508062668465,0
0.743,-0.3195921912563165,0
0.744,0.5045773711607453,0
0.745,-0.012521977790437927,0
0.746,0.13370070269390555,0
0.747,0.8148382732019328,0
0.748,0.6810270545618372,0
0.749,-0.5597723236317773,0
0.75,-0.01160208452542899,0
0.751,-0.7207120864651224,0
0.752,-0.46997318487724826,0
0.753,-0.6340999660975897,0
0.754,0.14900626436931713,0
0.755,0.09256037936348957,0
0.756,0.774496275669338,0
0.757,-0.07204812411902639,0
0.758,-0.19308811360075606,0
0.759,1.2167188991425888,0
0.76,1.9731972292949087,1
0.761,1.940935246121907,0
0.762,2.102925948694513,1
0.763,2.513204488904499,1
0.764,2.2872291239800866,1
0.765,1.5220592834219746,0
0.766,2.3982409953577877,1
0.767,0.9992296591982699,0
0.768,1.1615668832505353,0
0.769,0.3707740912885408,0
0.77,0.36656369613277,0
0.771,-0.36367769716132226,0
0.772,-0.15182170445505533,0
0.773,0.5263566058575553,0
0.774,1.1679188053777616,0
0.775,0.34323461371139896,0
0.776,0.7791347889355278,0
0.777,1.7560851064749325,0
0.778,1.8976250904956378,0
0.779,1.8006544796484907,0
0.78,3.1758421181179233,1
0.781,2.9169818131062253,1
0.782,2.463645050537749,1
0.783,1.7718195253465734,0
0.784,2.805834389262618,1
0.785,2.1868068294991327,1
0.786,0.5266550755526704,0
0.787,0.6749018821271555,0
0.788,0.38169944028079267,0
0.789,-0.5618428537805468,0
0.79,-0.5842293347373496,0
0.791,0.6542998526338559,0
0.792,0.5199192804000167,0
0.793,-0.30428262684119106,0
0.794,-0.19519756481873857,0
0.795,0.287898965017774,0
0.796,0.12842444893848834,0
0.797,0.8835051070073225,0
0.798,0.40776326149753156,0
0.799,-0.8862271900081781,0
0.8,-1.009846875956595,0
0.801,-0.977028954783368,0
0.802,-1.6215973103017065,0
0.803,-1.9482662050356707,0
0.804,-3.548210180183122,0
0.805,-1.917303922028969,0
0.806,-3.2450203465749454,0
0.807,-3.0383743638135594,0
0.808,-3.4870824629554726,0
0.809,-2.7681724576456954,0
0.81,-3.437607971119708,0
0.811,-3.5738884246561797,0
0.812,-1.7585776859992728,0
0.8130000000000001,-2.143028884316794,0
0.8140000000000001,-2.3617976875467503,0
0.8150000000000001,-1.7796926080574216,0
0.8160000000000001,-0.4348507571603681,0
0.8170000000000001,-0.7214637865704897,0
0.8180000000000001,-0.15590960158628875,0
0.8190000000000001,-0.5026437044158529,0
0.8200000000000001,0.19730421362951722,0
0.8210000000000001,-1.516172429864513,0
0.8220000000000001,-1.4340421984765537,0
0.8230000000000001,-1.380028552008774,0
0.8240000000000001,-2.2133584430931856,0
0.8250000000000001,-2.2524627270683975,0
0.8260000000000001,-1.0823523314517511,0
0.8270000000000001,-0.5617946152111744,0
0.8280000000000001,-1.00394556335578,0
0.8290000000000001,-0.5189290918678015,0
0.8300000000000001,-0.6433107763938194,0
0.8310000000000001,-0.7470907422482855,0
0.8320000000000001,-0.28330804148729144,0
0.833,0.21161449978258134,0
0.834,-0.09502683719182436,0
0.835,0.5569021631249647,0
0.836,0.447597485222311,0
0.837,0.6960176565398826,0
0.838,0.7758384343992218,0
0.839,0.6615167713064443,0
0.84,1.0019763682678386,0
0.841,0.46196722140658286,0
0.842,1.307583630129238,0
0.843,-0.32010742408298615,0
0.844,0.7849282745326507,0
0.845,0.10157607887514919,0
0.846,0.23365798811782512,0
0.847,0.699027458301842,0
0.848,1.8284900209143446,0
0.849,1.9077520150976834,0
0.85,2.3029922490956425,1
0.851,2.2768287930583733,1
0.852,3.7158287421885547,1
0.853,3.4709653940712104,1
0.854,3.1982367777775216,1
0.855,3.895612831389193,1
0.856,3.0522069948596937,1
0.857,2.306110987330201,1
0.858,1.8605109158294482,0
0.859,1.6781828518140358,0
0.86,1.8005146779606616,0
0.861,0.7656815037863494,0
0.862,0.09763505060132355,0
0.863,0.09362354359953348,0
0.864,-0.37240082121997126,0
0.865,0.3264737153182905,0
0.866,0.2650045193041661,0
0.867,0.726594040532454,0
0.868,1.1736032862700885,0
0.869,0.6408597729858652,0
0.87,0.8586402698301785,0
0.871,-0.008553766451210532,0
0.872,0.4435729899170485,0
